industry_type,company_size,num_employees,electricity_kwh_per_month,renewable_energy_percent,diesel_litres_per_month,petrol_litres_per_month,natural_gas_m3_per_month,server_rack_count,num_servers_onprem,num_laptops,num_desktops,server_arrangement,server_area_sqft,cloud_provider,cloud_monthly_bill_inr,purchased_services_spend_inr_per_month,annual_revenue_inr_cr,electricity_level,scope1_tco2e_monthly,scope2_tco2e_monthly,scope3_tco2e_monthly,total_tco2e_monthly,scope1_pct,scope2_pct,scope3_pct,primary_recommendation,recommendation_priority,recommendation_label
IT,large,391,8548.7,5.9,30.7,28.1,8.9,3,6,391,2,hot_aisle_cold_aisle,140.4,gcp,22322.0,57042.0,173.02,high,0.1653,6.6017,3.8068,10.5738,1.6,62.4,36.0,switch_to_renewables,HIGH,0
IT,large,352,3690.7,44.4,27.3,5.0,4.6,0,6,352,11,hot_aisle_cold_aisle,338.0,gcp,6663.0,208804.0,123.82,medium,0.0941,1.6827,4.8086,6.5854,1.4,25.6,73.0,reduce_scope3_purchases,LOW,8
Finance,large,290,10605.1,65.5,11.4,14.3,4.2,3,0,290,21,hot_aisle_cold_aisle,372.1,aws,388953.0,51253.0,135.84,high,0.0722,3.0055,9.0955,12.1732,0.6,24.7,74.7,reduce_cloud_carbon,MEDIUM,5
Retail,medium,32,11284.0,3.0,43.2,29.0,2.8,10,12,32,21,hot_aisle_cold_aisle,492.5,none,46962.0,18074.0,15.57,high,0.1885,8.993,0.9524,10.1339,1.9,88.7,9.4,switch_to_renewables,HIGH,0
IT,small,102,3030.2,45.9,6.8,19.1,2.9,9,5,102,12,stacked_high_density,167.6,gcp,2734.0,31572.0,8.77,medium,0.0683,1.3676,1.4018,2.8377,2.4,48.2,49.4,improve_cooling_efficiency,LOW,6
Finance,large,51,6116.3,49.7,18.6,14.6,1.9,3,1,51,42,hot_aisle_cold_aisle,182.2,aws,104142.0,79173.0,5.31,medium,0.0875,2.528,3.7082,6.3237,1.4,40.0,58.6,reduce_cloud_carbon,MEDIUM,5
Healthcare,medium,255,9532.5,48.0,16.9,16.2,3.2,11,45,255,32,custom,1061.2,none,1867.0,18962.0,39.72,high,0.0892,4.0867,3.0161,7.1921,1.2,56.8,41.9,adopt_cloud_migration,MEDIUM,4
Education,medium,879,12400.6,29.2,23.9,12.2,4.4,4,11,879,45,hot_aisle_cold_aisle,237.5,aws,21650.0,26523.0,485.75,high,0.1012,7.2064,8.6866,15.9942,0.6,45.1,54.3,hybrid_work_policy,MEDIUM,9
IT,large,289,8858.0,43.4,27.5,10.7,0.4,5,12,289,47,hot_aisle_cold_aisle,232.3,azure,435147.0,41076.0,187.17,high,0.0992,4.12,9.7328,13.952,0.7,29.5,69.8,reduce_cloud_carbon,MEDIUM,5
Finance,medium,702,11447.6,49.4,4.9,6.4,0.1,12,11,702,74,hot_aisle_cold_aisle,233.1,aws,23114.0,44302.0,351.11,high,0.0281,4.7711,8.2146,13.0138,0.2,36.7,63.1,hybrid_work_policy,MEDIUM,9
Finance,medium,236,15940.0,6.6,33.7,29.5,1.0,6,10,236,25,hot_aisle_cold_aisle,444.7,gcp,9580.0,47540.0,26.69,very_high,0.1605,12.2188,2.9957,15.3749,1.0,79.5,19.5,switch_to_renewables,HIGH,0
Retail,medium,133,1656.7,6.1,469.6,210.1,0.5,3,3,98,12,hot_aisle_cold_aisle,188.6,none,18088.0,28086.0,37.08,low,1.7449,1.2809,1.3176,4.3435,40.2,29.5,30.3,electrify_fleet_reduce_fuel,HIGH,3
Retail,medium,659,3593.7,42.2,3.4,0.1,4.7,8,1,659,32,hot_aisle_cold_aisle,258.0,aws,234370.0,76629.0,95.64,medium,0.0189,1.7174,10.1927,11.929,0.2,14.4,85.4,reduce_cloud_carbon,MEDIUM,5
Manufacturing,large,424,81743.1,31.2,12.9,21.7,8.6,18,40,424,148,hot_aisle_cold_aisle,364.1,aws,75759.0,192510.0,307.15,very_high,0.1022,46.1481,9.9417,56.1921,0.2,82.1,17.7,reduce_electricity_consumption,HIGH,1
Data Centre,large,580,35575.6,10.6,22.9,41.7,16.7,16,19,580,249,hot_aisle_cold_aisle,503.8,aws,70823.0,149514.0,307.21,very_high,0.1918,26.1081,13.4257,39.7255,0.5,65.7,33.8,reduce_electricity_consumption,HIGH,1
Finance,medium,222,9694.0,49.8,18.1,11.9,6.1,10,46,222,43,hot_aisle_cold_aisle,773.7,none,595.0,49916.0,12.9,high,0.0884,4.0082,3.2928,7.3894,1.2,54.2,44.6,adopt_cloud_migration,MEDIUM,4
Retail,medium,366,6453.7,67.1,15.9,10.8,4.3,5,5,366,23,hot_aisle_cold_aisle,331.3,gcp,11560.0,259852.0,43.1,medium,0.0763,1.7499,5.6888,7.515,1.0,23.3,75.7,reduce_scope3_purchases,LOW,8
Finance,medium,477,13376.9,10.5,40.5,25.0,3.4,29,28,477,64,stacked_high_density,977.7,none,22885.0,44526.0,73.87,high,0.1732,9.8926,5.8236,15.8895,1.1,62.3,36.7,optimize_server_infrastructure,MEDIUM,2
Finance,medium,64,1649.7,86.3,1.2,10.1,1.8,5,9,64,0,direct_liquid_cooling,110.1,none,28202.0,15980.0,21.98,low,0.0302,0.1924,0.6347,0.8574,3.5,22.4,74.0,low_emission_maintain_practices,LOW,7
Finance,small,159,3484.8,19.3,23.0,8.7,2.4,9,9,159,31,stacked_high_density,176.4,none,7730.0,27689.0,15.67,medium,0.0866,2.3294,2.2992,4.7152,1.8,49.4,48.8,improve_cooling_efficiency,LOW,6
IT,large,425,9582.8,2.0,34.6,9.2,5.8,7,11,425,13,hot_aisle_cold_aisle,498.7,none,17591.0,41762.0,79.89,high,0.1258,7.7131,4.0433,11.8822,1.1,64.9,34.0,switch_to_renewables,HIGH,0
Retail,medium,244,2009.2,23.7,800.2,139.1,9.0,4,7,35,21,hot_aisle_cold_aisle,93.4,none,733.0,13098.0,43.34,low,2.4842,1.2642,0.9364,4.6848,53.0,27.0,20.0,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,109,3490.1,45.9,1.3,13.5,2.6,7,5,109,14,stacked_high_density,200.9,gcp,478.0,18304.0,13.3,medium,0.04,1.5665,1.3836,2.99,1.3,52.4,46.3,improve_cooling_efficiency,LOW,6
Finance,small,367,3954.8,83.1,17.0,2.5,2.5,3,9,367,11,direct_liquid_cooling,116.0,none,7682.0,24696.0,30.09,medium,0.0564,0.5523,3.3946,4.0034,1.4,13.8,84.8,low_emission_maintain_practices,LOW,7
Education,medium,120,6707.4,67.1,17.0,9.8,2.8,1,9,120,9,hot_aisle_cold_aisle,68.7,none,11645.0,14688.0,42.34,medium,0.0739,1.8113,1.3055,3.1907,2.3,56.8,40.9,low_emission_maintain_practices,LOW,7
IT,medium,263,4882.2,60.7,21.8,16.8,3.7,3,7,263,24,hot_aisle_cold_aisle,171.7,none,17436.0,260358.0,41.75,medium,0.1048,1.5787,4.7994,6.4829,1.6,24.4,74.0,reduce_scope3_purchases,LOW,8
Retail,medium,282,2191.2,14.9,945.9,136.2,3.6,1,7,19,47,hot_aisle_cold_aisle,131.8,aws,5292.0,6721.0,81.87,low,2.857,1.5308,1.5244,5.9122,48.3,25.9,25.8,electrify_fleet_reduce_fuel,HIGH,3
IT,large,66,11155.9,53.5,0.1,19.4,2.6,10,2,66,47,hot_aisle_cold_aisle,127.6,aws,436153.0,42156.0,35.8,high,0.0504,4.2715,8.6431,12.9649,0.4,32.9,66.7,reduce_cloud_carbon,MEDIUM,5
IT,large,968,32475.1,33.1,87.9,37.1,8.7,7,19,968,56,custom,1518.7,aws,17877.0,58140.0,634.96,very_high,0.339,17.8292,9.8782,28.0465,1.2,63.6,35.2,reduce_electricity_consumption,HIGH,1
Finance,medium,337,3905.0,35.5,4.5,2.0,2.7,8,5,337,56,hot_aisle_cold_aisle,338.8,aws,112611.0,48512.0,80.17,medium,0.0222,2.0795,6.2247,8.3264,0.3,25.0,74.8,reduce_cloud_carbon,MEDIUM,5
IT,medium,484,5910.8,83.2,8.2,7.2,3.1,0,10,484,12,hot_aisle_cold_aisle,63.1,gcp,4459.0,15699.0,170.18,medium,0.0449,0.8143,4.3158,5.175,0.9,15.7,83.4,low_emission_maintain_practices,LOW,7
IT,medium,15,1162.8,65.7,7.5,5.4,0.5,4,6,15,16,hot_aisle_cold_aisle,212.1,none,11740.0,5136.0,5.11,low,0.0336,0.3341,0.5823,0.95,3.5,35.2,61.3,low_emission_maintain_practices,LOW,7
Finance,medium,442,5521.4,22.2,7.9,7.5,4.7,2,3,442,20,hot_aisle_cold_aisle,263.0,aws,151314.0,20981.0,192.65,medium,0.0481,3.526,6.4662,10.0403,0.5,35.1,64.4,reduce_cloud_carbon,MEDIUM,5
Finance,medium,272,8555.3,14.3,18.6,22.6,3.6,42,36,272,41,stacked_high_density,967.4,none,23616.0,16900.0,54.42,high,0.1094,6.1213,3.3718,9.6025,1.1,63.7,35.1,optimize_server_infrastructure,MEDIUM,2
IT,small,61,3483.0,29.5,15.0,6.9,4.1,9,11,61,38,stacked_high_density,249.9,gcp,3699.0,11120.0,10.07,medium,0.0645,2.0369,1.6086,3.71,1.7,54.9,43.4,improve_cooling_efficiency,LOW,6
IT,large,431,5972.8,23.3,11.4,8.6,2.7,8,13,431,55,hot_aisle_cold_aisle,378.2,aws,366503.0,71081.0,195.96,medium,0.0559,3.7707,10.9317,14.7583,0.4,25.5,74.1,reduce_cloud_carbon,MEDIUM,5
IT,large,1037,41893.3,28.6,77.9,24.4,12.6,10,30,1037,212,hot_aisle_cold_aisle,308.0,azure,28844.0,166031.0,522.02,very_high,0.2908,24.5454,15.5275,40.3637,0.7,60.8,38.5,reduce_electricity_consumption,HIGH,1
Manufacturing,large,114,70636.8,27.5,31.6,18.1,3.1,25,47,114,114,custom,1753.5,azure,60820.0,141782.0,90.55,very_high,0.1328,42.0438,5.8678,48.0444,0.3,87.5,12.2,reduce_electricity_consumption,HIGH,1
IT,medium,236,3620.8,79.9,10.8,13.8,0.4,4,0,236,14,direct_liquid_cooling,226.2,gcp,17904.0,26655.0,90.86,medium,0.0616,0.6024,2.6131,3.2772,1.9,18.4,79.7,low_emission_maintain_practices,LOW,7
Healthcare,medium,290,12799.8,39.3,29.2,29.1,5.3,38,33,290,33,stacked_high_density,1076.5,aws,7385.0,34906.0,24.07,high,0.1563,6.4697,3.558,10.184,1.5,63.5,34.9,optimize_server_infrastructure,MEDIUM,2
IT,large,396,16484.2,3.5,28.1,7.9,2.6,7,6,396,19,hot_aisle_cold_aisle,214.2,none,10009.0,19501.0,33.0,very_high,0.0989,13.0563,3.7939,16.9491,0.6,77.0,22.4,switch_to_renewables,HIGH,0
Retail,medium,219,3460.2,29.9,5.2,19.7,3.0,3,1,219,99,hot_aisle_cold_aisle,240.2,aws,465871.0,44302.0,43.65,medium,0.0656,1.9943,11.6906,13.7504,0.5,14.5,85.0,reduce_cloud_carbon,MEDIUM,5
IT,medium,841,3876.1,61.2,18.6,18.1,2.2,3,12,841,86,hot_aisle_cold_aisle,272.7,azure,425729.0,48678.0,647.97,medium,0.0961,1.2385,15.0679,16.4026,0.6,7.6,91.9,reduce_cloud_carbon,MEDIUM,5
IT,small,455,709.2,82.9,11.2,4.4,0.9,8,2,455,18,hot_aisle_cold_aisle,66.5,none,3934.0,8217.0,42.92,low,0.042,0.1136,4.1445,4.3002,1.0,2.6,96.4,low_emission_maintain_practices,LOW,7
IT,large,798,7706.7,56.2,19.1,4.4,4.2,3,2,798,93,hot_aisle_cold_aisle,381.5,azure,496143.0,61680.0,415.09,medium,0.0699,2.7733,15.9667,18.8099,0.4,14.7,84.9,reduce_cloud_carbon,MEDIUM,5
IT,medium,217,14374.1,0.3,46.5,25.2,6.5,2,4,217,1,hot_aisle_cold_aisle,214.8,none,34804.0,19715.0,79.75,high,0.1961,11.7549,1.9028,13.8538,1.4,84.8,13.7,switch_to_renewables,HIGH,0
Healthcare,medium,398,7950.4,25.5,11.6,14.3,2.5,29,54,398,31,hot_aisle_cold_aisle,1061.0,none,453.0,10157.0,22.28,medium,0.0692,4.9083,4.0518,9.0293,0.8,54.4,44.9,adopt_cloud_migration,MEDIUM,4
Retail,medium,757,8128.9,54.4,13.4,7.9,4.7,5,5,757,33,hot_aisle_cold_aisle,265.1,aws,285520.0,50655.0,203.85,high,0.0637,3.0484,11.5547,14.6668,0.4,20.8,78.8,reduce_cloud_carbon,MEDIUM,5
Healthcare,medium,410,13470.9,29.1,19.9,5.3,9.7,25,27,410,21,stacked_high_density,510.3,aws,4888.0,48975.0,61.39,high,0.0854,7.8967,4.2667,12.2487,0.7,64.5,34.8,optimize_server_infrastructure,MEDIUM,2
IT,medium,317,5678.5,99.2,9.9,7.3,2.2,0,5,317,8,direct_liquid_cooling,144.0,none,14166.0,5206.0,46.18,medium,0.0479,0.0373,2.7635,2.8486,1.7,1.3,97.0,low_emission_maintain_practices,LOW,7
Retail,medium,249,8090.3,0.7,12.8,25.0,5.5,9,13,249,3,hot_aisle_cold_aisle,410.5,gcp,15058.0,13342.0,59.49,high,0.1033,6.6035,2.2935,9.0004,1.1,73.4,25.5,switch_to_renewables,HIGH,0
IT,small,315,4603.4,64.0,12.2,11.8,5.0,7,0,315,6,hot_aisle_cold_aisle,60.3,gcp,15935.0,11610.0,95.67,medium,0.0702,1.3713,2.8895,4.331,1.6,31.7,66.7,low_emission_maintain_practices,LOW,7
Finance,medium,478,2442.1,68.4,10.8,11.6,2.7,2,7,478,9,hot_aisle_cold_aisle,145.7,gcp,15041.0,24601.0,98.25,low,0.0612,0.6363,4.3555,5.0531,1.2,12.6,86.2,low_emission_maintain_practices,LOW,7
Retail,medium,20,22779.4,4.2,2.7,15.6,6.2,7,14,20,24,hot_aisle_cold_aisle,120.6,none,27461.0,74937.0,4.94,very_high,0.0559,17.907,1.3915,19.3544,0.3,92.5,7.2,switch_to_renewables,HIGH,0
Education,large,382,10412.4,45.2,12.8,4.9,2.7,6,6,382,39,hot_aisle_cold_aisle,550.5,aws,12018.0,47666.0,181.9,high,0.0511,4.6895,4.6166,9.3573,0.5,50.1,49.3,hybrid_work_policy,MEDIUM,9
Finance,large,229,13559.4,51.7,0.0,14.1,4.7,4,5,229,58,hot_aisle_cold_aisle,278.1,azure,41048.0,29993.0,93.05,high,0.0422,5.3774,4.139,9.5586,0.4,56.3,43.3,hybrid_work_policy,MEDIUM,9
Manufacturing,small,248,3865.6,23.1,1388.9,224.5,18.2,0,9,43,25,hot_aisle_cold_aisle,117.6,aws,7409.0,15509.0,42.72,medium,4.278,2.4376,1.2358,7.9513,53.8,30.7,15.5,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,253,3273.6,62.6,9.0,16.7,1.3,4,15,253,17,hot_aisle_cold_aisle,111.4,gcp,31629.0,65328.0,52.87,medium,0.0653,1.011,3.2598,4.3362,1.5,23.3,75.2,reduce_scope3_purchases,LOW,8
Data Centre,large,485,67141.8,33.3,52.6,26.6,11.0,29,17,485,156,custom,1857.3,aws,83696.0,188511.0,211.3,very_high,0.2249,36.7807,10.7231,47.7287,0.5,77.1,22.5,reduce_electricity_consumption,HIGH,1
Education,small,468,1608.8,90.8,6.9,8.8,1.3,4,7,468,20,direct_liquid_cooling,197.7,gcp,2718.0,21779.0,50.46,low,0.0415,0.127,4.4333,4.6018,0.9,2.8,96.3,low_emission_maintain_practices,LOW,7
Healthcare,medium,127,7160.2,28.7,30.0,29.3,2.4,33,16,127,34,stacked_high_density,1223.9,none,23688.0,26384.0,8.72,medium,0.153,4.272,2.1145,6.5395,2.3,65.3,32.3,optimize_server_infrastructure,MEDIUM,2
Logistics,small,169,4640.7,17.7,1384.1,121.9,7.5,0,6,42,46,hot_aisle_cold_aisle,140.8,none,19556.0,19194.0,16.53,medium,4.0063,3.1318,1.7006,8.8387,45.3,35.4,19.2,electrify_fleet_reduce_fuel,HIGH,3
IT,large,1450,77553.4,19.3,35.9,10.9,9.8,7,26,1450,144,hot_aisle_cold_aisle,372.8,aws,56610.0,168719.0,538.91,very_high,0.1414,51.3326,17.4845,68.9585,0.2,74.4,25.4,reduce_electricity_consumption,HIGH,1
Retail,medium,65,2012.4,12.8,843.2,188.0,7.4,3,4,96,49,hot_aisle_cold_aisle,133.0,none,6666.0,18209.0,4.99,low,2.7092,1.4443,2.1996,6.353,42.6,22.7,34.6,electrify_fleet_reduce_fuel,HIGH,3
IT,large,159,2378.0,52.5,26.3,9.7,1.2,2,13,159,33,hot_aisle_cold_aisle,347.9,gcp,10225.0,299791.0,28.51,low,0.0953,0.9298,4.6208,5.6459,1.7,16.5,81.8,reduce_scope3_purchases,LOW,8
IT,medium,83,7829.0,49.0,10.2,3.4,4.0,7,9,83,16,stacked_high_density,116.9,none,16512.0,22852.0,11.76,medium,0.0433,3.2923,1.2626,4.5982,0.9,71.6,27.5,improve_cooling_efficiency,LOW,6
IT,large,415,12938.4,2.6,35.7,10.4,4.4,4,15,415,6,hot_aisle_cold_aisle,180.8,none,46651.0,58732.0,46.39,high,0.1287,10.3407,3.9151,14.3845,0.9,71.9,27.2,switch_to_renewables,HIGH,0
Finance,medium,750,7852.4,49.3,2.1,2.8,4.1,8,9,750,92,hot_aisle_cold_aisle,253.8,azure,188269.0,44859.0,118.64,medium,0.0205,3.2787,11.2693,14.5685,0.1,22.5,77.4,reduce_cloud_carbon,MEDIUM,5
Finance,medium,362,7514.3,27.6,27.1,15.7,7.7,50,18,362,32,stacked_high_density,1458.8,none,5307.0,39745.0,86.87,medium,0.1246,4.591,4.0298,8.7454,1.4,52.5,46.1,optimize_server_infrastructure,MEDIUM,2
Finance,medium,52,3502.5,25.7,47.2,0.3,3.6,57,24,52,60,stacked_high_density,1710.2,none,22555.0,46284.0,20.32,medium,0.1345,2.282,2.3661,4.7827,2.8,47.7,49.5,optimize_server_infrastructure,MEDIUM,2
Education,small,214,798.0,77.9,12.5,10.2,2.0,1,1,214,15,hot_aisle_cold_aisle,103.3,none,28.0,8671.0,13.21,low,0.0611,0.1464,2.1602,2.3678,2.6,6.2,91.2,low_emission_maintain_practices,LOW,7
Healthcare,medium,309,9509.6,11.2,15.6,3.7,0.6,12,56,309,35,hot_aisle_cold_aisle,1325.4,none,4810.0,54816.0,17.05,high,0.0516,6.9458,3.8098,10.8072,0.5,64.3,35.3,adopt_cloud_migration,MEDIUM,4
IT,medium,146,22267.1,5.6,11.9,14.2,1.1,3,14,146,22,hot_aisle_cold_aisle,202.5,none,8389.0,52507.0,56.44,very_high,0.0669,17.2418,2.1572,19.4659,0.3,88.6,11.1,switch_to_renewables,HIGH,0
Manufacturing,large,1602,50786.9,38.4,79.8,14.5,0.7,24,29,1602,236,custom,404.4,azure,62033.0,135929.0,896.2,very_high,0.2488,25.7017,20.8431,46.7936,0.5,54.9,44.5,reduce_electricity_consumption,HIGH,1
Finance,large,461,7895.1,67.0,11.2,9.9,2.3,3,15,461,46,hot_aisle_cold_aisle,346.9,aws,166350.0,19785.0,267.92,medium,0.0576,2.1417,7.5191,9.7184,0.6,22.0,77.4,reduce_cloud_carbon,MEDIUM,5
IT,medium,85,14697.0,7.2,17.0,28.2,7.5,3,12,85,16,hot_aisle_cold_aisle,116.1,gcp,6852.0,33313.0,22.37,high,0.126,11.1891,1.4238,12.7389,1.0,87.8,11.2,switch_to_renewables,HIGH,0
IT,medium,85,4737.5,24.5,12.3,12.1,3.9,6,12,85,33,stacked_high_density,170.3,gcp,19477.0,15261.0,6.46,medium,0.0689,2.9486,1.8418,4.8592,1.4,60.7,37.9,improve_cooling_efficiency,LOW,6
Finance,large,724,3602.1,21.3,17.3,11.1,4.1,10,10,724,71,hot_aisle_cold_aisle,264.2,azure,364873.0,65801.0,389.12,medium,0.0804,2.3423,13.0607,15.4833,0.5,15.1,84.4,reduce_cloud_carbon,MEDIUM,5
Finance,medium,170,6067.1,44.4,26.0,13.7,2.1,12,7,170,7,stacked_high_density,347.0,gcp,20207.0,21600.0,48.52,medium,0.1056,2.7973,1.8859,4.7888,2.2,58.4,39.4,improve_cooling_efficiency,LOW,6
IT,large,268,5352.9,57.6,21.7,19.5,2.6,3,1,268,29,hot_aisle_cold_aisle,318.2,gcp,245.0,293105.0,77.39,medium,0.1085,1.8664,5.2352,7.2101,1.5,25.9,72.6,reduce_scope3_purchases,LOW,8
Finance,medium,174,4260.1,27.1,4.4,3.5,0.8,0,8,174,70,hot_aisle_cold_aisle,198.0,aws,310404.0,35054.0,91.21,medium,0.0215,2.5466,8.1626,10.7307,0.2,23.7,76.1,reduce_cloud_carbon,MEDIUM,5
Manufacturing,small,176,1383.2,11.6,941.5,175.6,28.0,3,10,77,35,hot_aisle_cold_aisle,86.7,aws,10416.0,32158.0,51.03,low,2.986,1.008,1.9473,5.9413,50.3,17.0,32.8,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,318,3428.0,63.9,9.6,3.6,2.1,0,0,318,33,hot_aisle_cold_aisle,273.9,gcp,26765.0,80032.0,74.41,medium,0.0383,1.0148,4.2709,5.324,0.7,19.1,80.2,reduce_scope3_purchases,LOW,8
IT,large,935,11726.8,46.8,11.2,5.1,3.2,1,11,935,64,hot_aisle_cold_aisle,198.1,aws,318173.0,27284.0,716.49,high,0.0483,5.1175,14.0857,19.2515,0.3,26.6,73.2,reduce_cloud_carbon,MEDIUM,5
IT,medium,678,4024.8,30.4,16.0,4.2,2.9,3,7,678,92,hot_aisle_cold_aisle,152.3,aws,306810.0,76875.0,123.21,medium,0.0585,2.3023,13.0157,15.3766,0.4,15.0,84.6,reduce_cloud_carbon,MEDIUM,5
IT,large,501,25264.3,34.1,21.6,41.2,3.8,15,16,501,243,custom,379.1,gcp,85372.0,138322.0,320.89,very_high,0.1608,13.6824,12.258,26.1013,0.6,52.4,47.0,reduce_electricity_consumption,HIGH,1
IT,medium,477,11965.8,49.8,13.8,15.5,0.2,6,12,477,52,hot_aisle_cold_aisle,269.6,aws,46247.0,30994.0,277.84,high,0.0732,4.9362,6.0923,11.1017,0.7,44.5,54.9,hybrid_work_policy,MEDIUM,9
IT,large,248,7222.4,39.6,2.4,13.4,3.8,6,9,248,11,hot_aisle_cold_aisle,369.4,gcp,2456.0,232103.0,25.86,medium,0.0451,3.5877,4.1335,7.7664,0.6,46.2,53.2,reduce_scope3_purchases,LOW,8
Retail,medium,285,4015.8,28.8,1490.7,110.5,29.2,1,9,92,30,hot_aisle_cold_aisle,174.3,aws,2577.0,27270.0,83.89,medium,4.3099,2.3464,1.7775,8.4337,51.1,27.8,21.1,electrify_fleet_reduce_fuel,HIGH,3
Healthcare,medium,386,9182.7,36.6,38.9,1.7,7.7,20,68,386,29,hot_aisle_cold_aisle,1135.2,none,1794.0,38279.0,151.48,high,0.1239,4.8093,4.129,9.0622,1.4,53.1,45.6,adopt_cloud_migration,MEDIUM,4
Finance,large,574,6708.1,43.7,24.3,0.5,3.8,3,13,574,64,hot_aisle_cold_aisle,386.1,aws,126558.0,25255.0,111.53,medium,0.074,3.1022,8.3361,11.5123,0.6,26.9,72.4,reduce_cloud_carbon,MEDIUM,5
Finance,large,286,13713.5,41.1,30.0,12.0,1.4,9,14,286,28,hot_aisle_cold_aisle,399.9,aws,25637.0,39783.0,134.34,high,0.111,6.6393,3.7071,10.4574,1.1,63.5,35.4,hybrid_work_policy,MEDIUM,9
Retail,large,173,4261.9,26.4,22.0,13.0,4.6,3,0,173,87,hot_aisle_cold_aisle,118.4,azure,462960.0,20250.0,23.12,medium,0.0984,2.5775,10.0789,12.7547,0.8,20.2,79.0,reduce_cloud_carbon,MEDIUM,5
Healthcare,medium,30,11192.3,20.6,23.6,27.3,1.0,24,20,30,42,stacked_high_density,935.2,none,10028.0,15576.0,8.52,high,0.1284,7.3494,1.471,8.9488,1.4,82.1,16.4,optimize_server_infrastructure,MEDIUM,2
Finance,medium,141,22896.5,8.9,26.1,12.4,2.8,8,5,141,20,hot_aisle_cold_aisle,371.5,none,2344.0,34109.0,47.87,very_high,0.1043,17.1183,1.9176,19.1402,0.5,89.4,10.0,switch_to_renewables,HIGH,0
Education,large,540,13549.7,30.7,22.8,7.8,4.8,5,7,540,38,hot_aisle_cold_aisle,491.1,gcp,29610.0,31183.0,304.8,high,0.0889,7.7086,5.796,13.5935,0.7,56.7,42.6,hybrid_work_policy,MEDIUM,9
IT,small,111,8887.2,43.7,13.6,17.5,2.7,11,7,111,15,stacked_high_density,228.7,gcp,7795.0,37984.0,15.84,high,0.0824,4.1314,1.6491,5.863,1.4,70.5,28.1,improve_cooling_efficiency,LOW,6
Finance,medium,128,4437.9,47.2,13.8,9.1,0.1,12,57,128,20,hot_aisle_cold_aisle,1703.6,none,2800.0,16974.0,37.81,medium,0.0582,1.9427,1.6776,3.6784,1.6,52.8,45.6,adopt_cloud_migration,MEDIUM,4
IT,medium,150,6366.0,54.4,28.6,28.1,3.7,46,32,150,20,stacked_high_density,1043.6,aws,8851.0,35941.0,19.58,medium,0.1491,2.4999,2.1363,4.7853,3.1,52.2,44.6,optimize_server_infrastructure,MEDIUM,2
Finance,small,87,9863.9,43.6,8.1,16.8,4.0,8,7,87,10,stacked_high_density,237.3,gcp,16685.0,23280.0,4.41,high,0.0687,4.5826,1.2894,5.9408,1.2,77.1,21.7,improve_cooling_efficiency,LOW,6
Education,medium,354,2692.8,82.6,10.7,14.5,4.3,8,0,354,11,hot_aisle_cold_aisle,182.5,gcp,24280.0,24284.0,126.95,low,0.0709,0.3984,3.5069,3.9762,1.8,10.0,88.2,low_emission_maintain_practices,LOW,7
IT,large,341,11288.0,46.2,18.1,16.6,0.3,12,13,341,57,hot_aisle_cold_aisle,288.4,aws,19740.0,59050.0,57.68,high,0.0875,5.0011,4.974,10.0626,0.9,49.7,49.4,hybrid_work_policy,MEDIUM,9
IT,large,1553,91829.2,19.4,59.7,4.4,4.0,19,45,1553,287,hot_aisle_cold_aisle,367.6,gcp,37443.0,123490.0,964.53,very_high,0.1783,60.7254,21.2015,82.1052,0.2,74.0,25.8,reduce_electricity_consumption,HIGH,1
Finance,small,198,5871.7,65.4,2.9,3.0,3.5,1,6,198,14,direct_liquid_cooling,262.3,gcp,2531.0,9949.0,19.3,medium,0.0218,1.6673,2.0401,3.7293,0.6,44.7,54.7,low_emission_maintain_practices,LOW,7
IT,medium,289,19253.1,7.9,30.9,17.9,1.5,2,5,289,23,hot_aisle_cold_aisle,275.1,none,18215.0,60371.0,140.54,very_high,0.1272,14.5439,3.379,18.0501,0.7,80.6,18.7,switch_to_renewables,HIGH,0
Logistics,medium,110,1030.0,24.9,1192.1,214.0,20.5,0,6,84,46,hot_aisle_cold_aisle,112.7,aws,8206.0,27275.0,22.52,low,3.731,0.6343,2.221,6.5863,56.6,9.6,33.7,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,174,9813.3,26.8,14.4,9.0,3.0,10,8,174,7,stacked_high_density,249.5,gcp,637.0,21455.0,48.22,high,0.0655,5.9163,1.7403,7.7221,0.8,76.6,22.5,improve_cooling_efficiency,LOW,6
Finance,small,371,6886.7,76.2,16.1,5.2,4.3,3,6,371,1,hot_aisle_cold_aisle,245.1,gcp,29425.0,14393.0,81.94,medium,0.0639,1.3493,3.3447,4.7579,1.3,28.4,70.3,low_emission_maintain_practices,LOW,7
IT,medium,990,12737.4,45.6,6.1,10.9,2.4,12,19,990,29,hot_aisle_cold_aisle,298.8,gcp,54462.0,21774.0,241.58,high,0.0464,5.7032,9.2708,15.0203,0.3,38.0,61.7,hybrid_work_policy,MEDIUM,9
Finance,medium,361,5393.8,10.3,21.8,2.4,8.6,28,71,361,12,hot_aisle_cold_aisle,2117.7,none,293.0,47039.0,98.8,medium,0.0815,4.0169,3.5522,7.6507,1.1,52.5,46.4,adopt_cloud_migration,MEDIUM,4
